Title,Date,Rating,Description_Short,Minimum_Players,Maximum_Players,Minimum_Playtime,Maximum_Playtime,Age,Weight,Publisher,Type_Primary_ID,Type_Secondary_ID,Category_Primary_ID,Category_Secondary_ID,Category_Tertiary_ID,Mechanic_Primary_ID,Mechanic_Secondary_ID,Mechanic_Tertiary_ID,Description_Long
Myrmes,2012,7.27,Your colony of ants lay pheromones to control the land while building your anthill!,2,4,60,120,13+,3.46,Ystari Games,3916,0,10,27,32,62,63,65,"In Myrmes, originally shown under the name ANTerpryse, players control ant colonies and use their ants to explore the land (leaving pheromones in their wake); harvest crops like stone, earth and aphids; fight with other ants; complete requests from the Queen; birth new ants; and otherwise dominate their tiny patch of dirt, all in a quest to score points and prove that they belong at the top of the heap, er, anthill. After three seasons of scrabbling and foraging, each ant colony faces a harsh winter that will test its colonial strength."
Smash Up: Awesome Level 9000,2013,7.23,"Now you can fight with killer plants, ghosts, steampunk, and bear cavalry!",2,2,45,45,12+,0,Alderac Entertainment Group,3914,3916,15,31,35,10,64,164,"Featuring four new factions and eight new bases, Smash Up: Awesome Level 9000  a.k.a. Smash Up II  integrates into the Smash Up base game, bringing exponential new combinations of factions and playstyles! Smash Up: Awesome Level 9000 includes:"
Whitehall Mystery,2017,7.56,Work together to chase a hidden killer through the foggy streets of Victorian London.,2,4,45,60,13+,0,Sir Chester Cobblepot,3916,0,13,22,45,66,124,145,"October 1888: During the construction of the Metropolitan Police headquarters near Whitehall, which would later be known as Scotland Yard, the remains of a body were found. In September, a severed arm had already been discovered in the muddy shore of the River Thames."
Thunderstone Advance: Towers of Ruin,2012,7.35,Defeat an ancient evil protecting and feeding on a thunderstone.,1,5,45,45,12+,0,Alderac Entertainment Group,3916,0,15,31,0,47,64,110,"In Thunderstone: Heart of Doom, you had a chance to face Dooms very heart, the eighth Thunderstone, and defeat the ancient evil  but winning that battle had unexpected consequences. It banished Doom, but also freed him to visit other worlds, so you advanced to the next world with him."
YamataÃ¯,2017,7.21,"Sail through this beautiful archipelago, build vast palaces, and hire specialists.",2,4,40,80,13+,0,Days of Wonder,3916,0,51,0,0,2,41,74,"In Yamatai, 2-4 players compete to build palaces, torii, and their own buildings in the land of Yamatai. The game includes ten numbered action tiles, each showing one or more colored ships and with most showing a special action. You shuffle these tiles, place them in a row, then reveal one more than the number of players."
D-Day at Omaha Beach,2009,8.29,Command the US landing forces that storm Omaha Beach on D-Day.,1,2,120,480,12+,3.47,Decision Games (I),3918,0,80,83,0,42,65,145,"Solitaire study of Americas most bloody and heroic day in WWII. The player controls the US forces landing along the five mile stretch of Omaha Beach on D-Day and their desperate struggle to establish a viable beachhead. The game covers the entire first day at a time scale that varies from 15 minutes per turn (during the initial landings) to 30 minutes per turn later in the day. Units are companies and include assaulting infantry, engineers and amphibious tanks. The game system controls the hidden German defenders in their Widerstandsnest resistance points, revealing the defenders and their reserves as the American survivors of the first landing waves make their way up the bluffs. Rules cover amphibious landings, German fields of fire, artillery, tidal movement, and intangibles such as US leadership under fire and the initiative of the American GI. One map, two counter sheets, 55 cards."
Fury of Dracula (Second Edition),2005,7.11,"The vampire hunters chase Dracula through Europe, while evading his deadly traps.",2,5,180,180,10+,0,Fantasy Flight Games,3917,0,3,22,33,50,66,124,"In Fury of Dracula, a game of Gothic adventure, one player takes the role of Dracula while up to four others attempt to stop him by controlling Vampire hunters from the famous Bram Stoker novel."
Leaving Earth,2015,7.76,Space agencies launch realistic rockets to explore space and nearby planets.,1,5,60,180,15+,3.72,"The Lumenaris Group, Inc.",3916,3917,40,69,70,120,124,149,"The year is 1956. Mankind stands at the dawn of a new age, the Space Age, when the flying bombs of yesteryear will become the rocket ships of tomorrow. As the director of a national space program, your country is depending on you for success in this great contest. You may be the first to create an artificial satellite, send a probe to another planet, or even put a man on the moon."
Feudum,2017,7.65,"Control guilds, spread influence and feud with other nobles in this medieval sandbox.",2,5,80,180,12+,4.61,Odd Bird Games,3916,0,3,24,31,4,10,64,"Blimey! You and your blokes have been banished and stripped of everything but a few shillings and table scraps. Undaunted, you journey to a strange land to reinvent yourself and reclaim your honor. Will you farm the earth, fight as knights or finagle your own feudums?"
ZhanGuo,2014,7.58,Carefully manage civil unrest while rebuilding China for the Emperor.,2,4,60,120,12+,3.83,Whats Your Game?,3916,0,9,0,0,10,64,0,"Between 230 and 221 B.C., the ambitious and extremely young king of Qin, Ying Zheng, unified China, adding all the other so-called Warring States (ZhanGuo) to his empire. Through this, Ying Zheng became the first emperor in Chinese history, taking the title of Qin Shi Huang Di."
Shards of Infinity,2018,7.52,Grow your Mastery and expand your armies. Unlock the potential hidden in your cards.,2,4,30,30,10+,0,Ultra PRO,3916,0,15,31,33,47,49,64,"One-hundred years ago, The Infinity Engine was shattered and its reality-bending shards have destroyed most of the world. Now, it falls upon you to gather your forces, defeat your adversaries, and rebuild the Infinity Engine! Will you survive?"
Tokaido,2012,6.96,"Travel the famed Tokaido road, visit hot springs, try new food, and paint landscapes.",2,5,45,45,8+,0,Funforge,3914,0,76,0,0,56,148,170,"In Tokaido, each player is a traveler crossing the East sea road, one of the most magnificent roads of Japan. While traveling, you will meet people, taste fine meals, collect beautiful items, discover great panoramas, and visit temples and wild places but at the end of the day, when everyone has arrived at the end of the road youll have to be the most initiated traveler  which means that youll have to be the one who discovered the most interesting and varied things."
Disney Villainous: Wicked to the Core,2019,7.61,"Evil has never looked so wicked with poison, voodoo, and titans galore.",2,3,40,60,10+,0,Ravensburger,3914,0,15,31,48,64,164,184,"In Villainous: Wicked to the Core, each player takes control of one of three Disney characters, each one a villain in a different Disney movie, specifically the Evil Queen from Snow White, Hades from Hercules, and Dr. Facilier from The Princess and the Frog. Each player has their own villain deck, fate deck, player board, and 3D character."
Defenders of the Realm,2010,7.28,Fantasy heroes join forces and cards to defeat the ever advancing enemy hordes.,1,4,90,90,13+,0,Eagle-Gryphon Games,3917,0,3,31,33,3,42,50,"â€œOur Liege is in desperate hour! From what grievous cause have these accursed races arisen? Orcs, Dragons, Demons and the Dead make haste towards Monarch City. The King and Countryside of Monarch City is in need of valiant Heroes!â€ù"
Specter Ops,2015,7.2,Hide or hunt in this tactical game of cat and mouse!,2,5,60,120,13+,0,Plaid Hat Games,3916,3917,22,33,46,50,63,66,"A secret agent of A.R.K. has infiltrated a top secret Raxxon facility, attempting to complete three mission objectives before they escape â€” but they are hunted by genetically modified Raxxon Hunters. Players can choose which side they wish to join."
Telestrations: 12 Player Party Pack,2011,7.75,Let the hilarity begin as you try your best to draw and interpret sketches.,4,12,30,30,12+,0,The Op,3915,0,57,0,0,83,114,0,"Are you ready to party with a bigger group? With the all new Telestrations Party Pack, you can have a LOL, side-splitting time with up to 12 people! Prepare for more players, more laughs, and more unpredictable results! The silly sketchinâ€™ & guessinâ€™ possibilities are endless!"
Arkwright,2014,7.83,Amass wealth as a manufacturing entrepreneur â€” embrace the industrial revolution.,2,4,120,240,12+,4.59,Spielworxx,3916,0,24,37,0,37,77,149,"In Arkwright players run up to four factories in England during the late 18th Century. Your goal is to have the most valuable block of own shares. Thus, you must increase your share value and buy shares from the bank."
